Player
playerid,name,position,born,height,weight,yearspro,team
603,Michael Ruffin,Forward - Center,1977-1-21,6-8/2,03,248 lbs./112,5 kg.,7,MIL
604,Kareem Rush,Guard,1980-10-30,6-6/1,98,215 lbs./97,5  kg.,4,IND
605,John Salmons,Forward,1979-12-12,6-6/1,98,207 lbs./93,9  kg.,5,SAC
606,Brian Scalabrine,Forward - Center,1978-3-18,6-9/2,06,235 lbs./106,6 kg.,6,BOS
607,Luis Scola,Forward,1980-4-30,6-9/2,06,245 lbs./111,1 kg.,0,HOU
608,Thabo Sefolosha,Guard,1984-5-2,6-7/2,01,215 lbs./97,5  kg.,1,CHI
609,Mouhamed Sene,Center,1986-5-12,6-1/ 2,11,230 lbs./104,3 kg.,1,SEA
610,Bobby Simmons,Forward,1980-6-2,6-6/1,98,230 lbs./104,3 kg.,5,MIL
611,Courtney Sims,Center,1983-10-21,6-1/ 2,11,245 lbs./111,1 kg.,0,IND
612,Brian Skinner,Forward - Center,1976-5-19,6-9/2,06,255 lbs./115,7 kg.,9,PHX
613,Craig Smith,Forward,1983-11-10,6-8/2,03,250 lbs./113,4 kg.,1,MIN
614,Jason Smith,Forward,1986-3-2,7-0/2,13,240 lbs./108,9 kg.,0,PHI
615,Joe Smith,Forward,1975-7-26,6-1/ 2,08,225 lbs./102,1 kg.,12,CHI
616,Josh Smith,Forward,1985-12-5,6-9/2,06,235 lbs./106,6 kg.,3,ATL
617,Darius Songaila,Forward,1978-2-14,6-9/2,06,248 lbs./112,5 kg.,4,WAS
618,Jerry Stackhouse,Forward - Guard,1974-11-5,6-6/1,98,218 lbs./98,9  kg.,12,DAL
619,DeShawn Stevenson,Guard,1981-4-3,6-5/1,96,218 lbs./98,9  kg.,7,WAS
620,Peja Stojakovic,Forward - Guard,1977-6-9,6-1/ 2,08,229 lbs./103,9 kg.,9,NOH
621,Damon Stoudamire,Guard,1973-9-3,5-1/ 1,78,171 lbs./77,6  kg.,12,MEM
622,Amare Stoudemire,Center,1982-11-16,6-1/ 2,08,249 lbs./112,9 kg.,5,PHX
623,D.J. Strawberry,Guard,1985-6-15,6-5/1,96,201 lbs./91,2  kg.,0,PHX
624,Robert Swift,Center,1985-12-3,7-1/2,16,245 lbs./111,1 kg.,2,SEA
625,Stromile Swift,Center,1979-11-21,6-1/ 2,08,220 lbs./99,8  kg.,7,MEM
626,Wally Szczerbiak,Forward,1977-3-5,6-7/2,01,245 lbs./111,1 kg.,8,SEA
627,Sebastian Telfair,Guard,1985-6-9,6-0/1,83,175 lbs./79,4  kg.,3,MIN
628,Jason Terry,Guard,1977-9-15,6-2/1,88,180 lbs./81,6  kg.,8,DAL
629,Kenny Thomas,Forward,1977-7-25,6-7/2,01,245 lbs./111,1 kg.,8,SAC
630,Tim Thomas,Forward,1977-2-26,6-1/ 2,08,240 lbs./108,9 kg.,10,LAC
631,Tyrus Thomas,Forward,1986-8-17,6-8/2,03,215 lbs./97,5  kg.,1,CHI
632,Al Thornton,Forward,1983-12-7,6-8/2,03,220 lbs./99,8  kg.,0,LAC
633,Jamaal Tinsley,Guard,1978-2-28,6-3/1,91,185 lbs./83,9  kg.,6,IND
634,Ronny Turiaf,Forward,1983-1-13,6-1/ 2,08,250 lbs./113,4 kg.,2,LAL
635,Hedo Turkoglu,Forward,1979-3-19,6-1/ 2,08,220 lbs./99,8  kg.,7,ORL
636,Ime Udoka,Forward,1977-8-9,6-5/1,96,220 lbs./99,8  kg.,3,SAS
637,Charlie Villanueva,Forward,1984-8-24,6-1/ 2,11,232 lbs./105,2 kg.,2,MIL
638,Jake Voskuhl,Center,1977-11-1,6-1/ 2,11,255 lbs./115,7 kg.,7,MIL
639,Sasha Vujacic,Guard,1984-3-8,6-7/2,01,205 lbs./93,0  kg.,3,LAL
640,Von Wafer,Guard,1985-7-21,6-5/1,96,210 lbs./95,3  kg.,2,DEN
641,Antoine Walker,Forward,1976-8-12,6-9/2,06,245 lbs./111,1 kg.,11,MIN
642,Ben Wallace,Center,1974-9-10,6-9/2,06,240 lbs./108,9 kg.,11,CHI
643,Gerald Wallace,Forward,1982-7-23,6-7/2,01,220 lbs./99,8  kg.,6,CHA
644,Rasheed Wallace,Forward - Center,1974-9-17,6-1/ 2,11,230 lbs./104,3 kg.,12,DET
645,Luke Walton,Forward,1980-3-28,6-8/2,03,235 lbs./106,6 kg.,4,LAL
646,Hakim Warrick,Forward,1982-7-8,6-9/2,06,215 lbs./97,5  kg.,2,MEM
647,Darius Washington,Guard,1985-12-6,6-2/1,88,195 lbs./88,5  kg.,0,SAS
648,Darryl Watkins,Center,1984-11-8,6-1/ 2,11,258 lbs./117,0 kg.,0,SAC
649,Earl Watson,Guard,1979-6-12,6-1/1,85,185 lbs./83,9  kg.,6,SEA
650,Martell Webster,Forward - Guard,1986-12-4,6-7/2,01,229 lbs./103,9 kg.,2,POR
651,Bonzi Wells,Guard - Forward,1976-9-28,6-5/1,96,210 lbs./95,3  kg.,9,HOU
652,David West,Forward,1980-8-29,6-9/2,06,240 lbs./108,9 kg.,4,NOH
653,Delonte West,Guard,1983-1-26,6-3/1,91,180 lbs./81,6  kg.,3,SEA
654,Mario West,Guard,1984-6-19,6-5/1,96,210 lbs./95,3  kg.,0,ATL
655,Chris Wilcox,Forward,1982-9-3,6-1/ 2,08,235 lbs./106,6 kg.,5,SEA
656,Damien Wilkins,Guard - Forward,1980-1-11,6-6/1,98,225 lbs./102,1 kg.,3,SEA
657,Mike Wilks,Guard,1979-5-7,5-1/ 1,78,180 lbs./81,6  kg.,5,DEN
658,Deron Williams,Guard,1984-6-26,6-3/1,91,205 lbs./93,0  kg.,2,UTA
659,Jason Williams,Guard,1975-11-18,6-1/1,85,180 lbs./81,6  kg.,9,MIA
660,Louis Williams,Guard,1986-10-27,6-2/1,88,175 lbs./79,4  kg.,2,PHI
661,Marvin Williams,Forward,1986-6-19,6-9/2,06,230 lbs./104,3 kg.,2,ATL
662,Maurice Williams,Guard,1982-12-19,6-1/1,85,185 lbs./83,9  kg.,4,MIL
663,Sean Williams,Forward - Center,1986-9-13,6-1/ 2,08,235 lbs./106,6 kg.,0,NJN
664,Shelden Williams,Forward,1983-10-21,6-9/2,06,250 lbs./113,4 kg.,1,ATL
665,Antoine Wright,Forward - Guard,1984-2-6,6-7/2,01,215 lbs./97,5  kg.,2,NJN
666,Dorell Wright,Forward,1985-12-2,6-9/2,06,210 lbs./95,3  kg.,3,MIA
667,Julian Wright,Forward,1987-5-20,6-8/2,03,225 lbs./102,1 kg.,0,NOH
668,Yao Ming,Center,1980-9-12,7-6/2,29,310 lbs./140,6 kg.,5,HOU
669,Yi Jianlian,Forward,1987-10-27,7-0/2,13,238 lbs./108,0 kg.,0,MIL
670,Nick Young,Guard,1985-6-1,6-6/1,98,200 lbs./90,7  kg.,0,WAS
Scores
ScoredsBoard,visiteam,hometeam,score,date
1,TOR,BOS,85-89,07-10-6
2,NYK,PHI,101-92,07-10-8
3,ATL,ORL,94-93,07-10-8
4,MIA,DET,86-103,07-10-8
5,WAS,CLE,81-62,07-10-9
6,CHI,MIL,88-93,07-10-9
7,HOU,NOH,92-94,07-10-9
8,SAS,DAL,67-88,07-10-9
9,LAC,DEN,107-119,07-10-9
10,SEA,SAC,98-104,07-10-9
11,GSW,LAL,111-110,07-10-9
12,NOH,MIN,92-81,07-10-10
13,CHA,ORL,99-123,07-10-10
14,NOH,IND,96-101,07-10-10
15,ATL,MIA,106-100,07-10-10
16,MIL,UTA,90-81,07-10-10
17,LAC,POR,102-111,07-10-10
18,CHA,ATL,104-109,07-10-11
19,DET,CLE,90-96,07-10-11
20,PHX,SAC,110-99,07-10-11
21,NJN,PHI,91-90,07-10-12
22,MIA,ORL,69-102,07-10-12
23,SEA,CLE,96-90,07-10-12
24,UTA,DET,100-85,07-10-12
25,MIN,CHI,92-100,07-10-12
26,POR,DEN,102-118,07-10-12
27,DAL,WAS,86-90,07-10-13
28,MIA,CHA,76-92,07-10-13
29,SEA,IND,87-97,07-10-13
30,UTA,MIL,92-78,07-10-13
31,NOH,PHX,111-106,07-10-13
32,POR,ATL,102-89,07-10-14
33,WAS,PHI,86-80,07-10-14
34,DEN,DET,106-109,07-10-14
35,LAC,GSW,99-89,07-10-14
36,UTA,PHX,101-124,07-10-15
37,NJN,CHA,86-96,07-10-15
38,MIN,MEM,93-101,07-10-15
39,IND,NOH,117-104,07-10-15
40,MIN,ATL,77-103,07-10-16
41,DEN,MIL,104-78,07-10-16
42,WAS,CHI,76-97,07-10-16
43,DAL,SAC,101-99,07-10-16
44,DEN,DET,110-119,07-10-17
45,MEM,IND,115-122,07-10-17
46,NYK,BOS,61-101,07-10-17
47,ORL,CLE,90-86,07-10-17
48,PHI,UTA,93-101,07-10-17
49,NYK,NJN,94-110,07-10-18
50,DAL,HOU,90-104,07-10-18
51,GSW,SAS,111-116,07-10-18
52,SAC,UTA,105-91,07-10-18
53,SEA,LAL,106-126,07-10-18
54,PHX,LAC,118-97,07-10-18
55,ATL,CHA,104-98,07-10-18
56,CHI,TOR,82-92,07-10-19
57,MIN,IND,113-110,07-10-19
58,NJN,BOS,33-36,07-10-19
59,NOH,MIA,92-85,07-10-19
60,DET,DAL,94-122,07-10-19
61,PHX,LAC,103-110,07-10-20
62,PHI,BOS,96-78,07-10-20
63,MIA,MEM,98-104,07-10-20
64,IND,CHI,88-100,07-10-20
65,MIN,MIL,97-106,07-10-20
66,DET,SAS,80-104,07-10-20
67,HOU,SEA,117-94,07-10-20
68,CHA,LAL,93-113,07-10-20
69,CLE,ORL,84-100,07-10-20
70,PHX,CHA,98-88,07-10-21
71,NOH,DAL,97-103,07-10-21
72,POR,SAC,87-111,07-10-21
73,LAC,LAL,112-96,07-10-21
74,WAS,ATL,99-103,07-10-22
75,BOS,NYK,87-94,07-10-22
76,BOS,NJN,71-82,07-10-23
77,SAS,MIA,104-87,07-10-23
78,IND,MIN,106-95,07-10-23
79,MEM,HOU,109-107,07-10-23
80,CHI,DAL,88-96,07-10-23
81,MIL,DEN,102-114,07-10-23
82,UTA,LAL,102-81,07-10-23
83,GSW,SEA,126-122,07-10-23
84,PHI,NYK,90-103,07-10-24
85,WAS,DET,85-104,07-10-24
86,HOU,MEM,90-96,07-10-24
87,ATL,NOH,107-98,07-10-24
88,SEA,POR,107-109,07-10-24
89,SAC,LAC,90-92,07-10-24
90,CLE,TOR,78-111,07-10-25
91,SAS,ORL,90-99,07-10-25
92,PHI,NJN,91-83,07-10-25
93,MIL,CHI,81-97,07-10-25
94,DEN,PHX,113-116,07-10-25
95,WAS,TOR,64-98,07-10-26
96,CHA,NOH,100-111,07-10-26
97,CLE,BOS,89-114,07-10-26
98,NJN,NYK,102-86,07-10-26
99,IND,MEM,140-113,07-10-26
100,MIL,MIN,85-106,07-10-26
Team
TeamID,TeamName,conference,Division,founedyear,arena,city,teamcolors,headcoach,championships
ATL,Atlanta Hawks,Eastern,Southeast,1946,Philips Arena,Atlanta, Georgia,Navy blue, Red, Silver,Mike Woodson,1958
BOS,Boston Celtics,Eastern,Atlantic,1946,TD Banknorth Garden,Boston, Massachusetts,Green, White, Black and Gold,Glenn "Doc" Rivers,1957, 1959, 1960, 1961, 1962, 1963, 1964, 1965, 1966, 1968, 1969, 1974, 1976, 1981, 1984, 1986
CHA,Charlotte Bobcats ,Eastern,Southeast,2004,Charlotte Bobcats Arena,Charlotte, North Carolina,Bobcat Orange, Blue, Black, Silver and White,Sam Vincent,0
CHI,Chicago Bulls,Eastern,Central,1966,United Center,Chicago, Illinois,Red, Black, and White,Scott Skiles,1991, 1992, 1993, 1996, 1997, 1998
CLE,Cleveland Cavaliers,Eastern,Central,1970,Cleveland Cavaliers,Cleveland, Ohio,Wine, Gold, Navy Blue, and White,Mike Brown,0
DAL,Dallas Mavericks,Western,Southeast,1980,American Airlines Center,Dallas, Texas,Midnight blue, Green, White, Blue, and Silver,Avery Johnson,0
DEN,Denver Nuggets,Western,Northwest,1967,Pepsi Center,Denver, Colorado,Powder Blue, Gold, Royal Blue, and Navy,George Karl,0
DET,Detroit Pistons,Eastern,Central,1941,The Palace of Auburn Hills,Auburn Hills, Michigan,Red, White and Blue,Flip Saunders,1989, 1990, 2004
GSW,Golden State Warrior,Western,Pacific,1946,Oracle Arena,Oakland, California,Midnight blue, Golden Gate orange, California yellow, White,Don Nelson,1956, 1975
HOU,Houston Rockets,Western,Southwest,1967,Toyota Center,Houston, Texas,Red, White, and Silver,Rick Adelman,1994, 1995
IND,Indiana Pacers,Eastern,Central,1967,Conseco Fieldhouse,Indianapolis, Indiana,Navy Blue, Gold, Silver, and White,Jim O'Brien,0
LAC,Los Angeles Clippers,Western,Pacific,1970,Staples Center,Los Angeles, California,Red, White, and Blue,Mike Dunleavy Sr.,0
LAL,Los Angeles Lakers,Western,Pacific,1946,Staples Center,Los Angeles, California,Purple, Gold and White,Phil Jackson,1949, 1950, 1952, 1953, 1954, 1972, 1980, 1982, 1985, 1987, 1988, 2000, 2001, 2002
MEM,Memphis Grizzlies,Western,Southwest,1995,FedExForum,Memphis, Tennessee,navy blue, light blue, smoke blue, white, and golden yellow,Marc Iavaroni,0
MIA,Miami Heat,Eastern,Southeast,1988,AmericanAirlines Arena,Miami, Florida,Black, Red, White, Orange,Pat Riley,2006
MIL,Milwaukee Bucks,Eastern,Central,1968,Bradley Center,Milwaukee, Wisconsin,Hunter Green, Deep Red, Silver, White,Larry Krystkowiak,1971
MIN,Minnesota Timberwolv,Western,Northwest,1989,Target Center,Minneapolis, Minnesota,Black, Forest Green, Blue and Silver,Randy Wittman,0
NJN,New Jersey Nets,Eastern,Atlantic,1967,Izod Center,East Rutherford, New Jersey,Dark blue, White, Red, and Silver,Lawrence Frank,0
NOH,New Orleans Hornets,Western,Southwest,1988,New Orleans Arena,New Orleans, Louisiana,Teal, Purple, and Gold,Byron Scott,0
NYK,New York Knickerbock,Eastern,Atlantic,1946,Madison Square Garden,New York City,Blue, Orange, White and Black,Isiah Thomas,1970, 1973
ORL,Orlando Magic,Eastern,Southeast,1989,Amway Arena,Orlando, Florida,Blue, Black, White, and Silver,Stan Van Gundy,0
PHI,Philadelphia 76ers,Eastern,Atlantic,1939,Wachovia Center,Philadelphia, Pennsylvania,Black, Red, Gold, Blue, and White,Maurice Cheeks,1955, 1967, 1983
PHX,Phoenix Suns,Western,Pacific,1968,US Airways Center,Phoenix, Arizona,Purple, Orange, White, and Gray,Mike D'Antoni,0
POR,Portland Trail Blaze,Western,Northwest,1970,Rose Garden Arena,Portland, Oregon,Red, black, silver, and white,Nate McMillan,1977
SAC,Sacramento Kings,Western,Pacific,1945,ARCO Arena,Sacramento, California,Black, Purple, Gold, and Silver,Reggie Theus,1951
SAS,San Antonio Spurs,Western,Southwest,1967,AT&T Center,San Antonio, Texas,Black, White, and Silver,Gregg Popovich,1999, 2003, 2005, 2007
SEA,Seattle SuperSonics,Western,Northwest,1967,Seattle Center,Seattle, Washington,Green, Black, Gold and White,P.J. Carlesimo,1979
TOR,Toronto Raptors,Eastern,Atlantic,1995,Air Canada Centre ,Toronto, Ontario,Red, Black, and White,Sam Mitchell,0
UTA,Utah Jazz,Western,Northwest,1974,EnergySolutions Arena,Salt Lake City, Utah,Navy blue, Ice blue, and Purple,Jerry Sloan,0
WAS,Washington Wizards,Eastern,Southeast,1961,Verizon Center,Washington, D.C.,Blue, White, Gold, and Black,Eddie Jordan,1978
